Society,Year,T_Offset,sigma_V,mean_V
Estonia,1917,T+17,3.940970692608612,4.5625
Estonia,1918,T+18,4.292851200376205,0.25
Estonia,1919,T+19,2.3867192066576606,9.875
Estonia,1902,T+2,1.980935925984771,10.6875
Estonia,1920,T+20,2.3867192066576606,13.375
Estonia,1921,T+21,1.9074571704609404,14.8125
Estonia,1922,T+22,1.9074571704609404,14.8125
Estonia,1923,T+23,1.9074571704609404,14.8125
Estonia,1924,T+24,1.9074571704609404,14.8125
Estonia,1925,T+25,1.9074571704609404,14.8125
Estonia,1926,T+26,1.9074571704609404,14.8125
Estonia,1927,T+27,1.9074571704609404,14.8125
Estonia,1928,T+28,1.9074571704609404,14.8125
Estonia,1929,T+29,1.9074571704609404,14.8125
Estonia,1903,T+3,1.8942464577918954,11.90625
Estonia,1930,T+30,1.9074571704609404,13.8125
Estonia,1931,T+31,1.9074571704609404,13.8125
Estonia,1932,T+32,1.9074571704609404,12.8125
Estonia,1933,T+33,1.9899300059478042,10.9375
Estonia,1934,T+34,1.9899300059478042,8.9375
Estonia,1935,T+35,1.9899300059478042,6.9375
Estonia,1936,T+36,1.9899300059478042,4.9375
Estonia,1937,T+37,1.9899300059478042,2.9375
Estonia,1938,T+38,1.3076014027873435,1.3125
Estonia,1939,T+39,1.5797264681854624,2.1875
Estonia,1904,T+4,1.8942464577918954,11.90625
Estonia,1940,T+40,1.5797264681854624,4.1875
Estonia,1941,T+41,1.5797264681854624,4.1875
Estonia,1942,T+42,1.5797264681854624,1.1875
Estonia,1943,T+43,1.5797264681854624,4.1875
Estonia,1944,T+44,1.5797264681854624,8.1875
Estonia,1945,T+45,1.4985111658862318,10.0625
Estonia,1946,T+46,1.4985111658862318,12.0625
Estonia,1947,T+47,1.4985111658862318,12.0625
Estonia,1948,T+48,1.4985111658862318,12.0625
Estonia,1949,T+49,1.4985111658862318,12.0625
Estonia,1905,T+5,2.764369923043689,10.90625
Estonia,1950,T+50,1.4985111658862318,12.0625
Estonia,1951,T+51,1.4985111658862318,12.0625
Estonia,1952,T+52,1.4985111658862318,12.0625
Estonia,1953,T+53,1.4985111658862318,12.0625
Estonia,1954,T+54,1.4985111658862318,12.0625
Estonia,1955,T+55,1.4985111658862318,12.0625
Estonia,1956,T+56,1.4985111658862318,12.0625
Estonia,1957,T+57,1.4985111658862318,12.0625
Estonia,1958,T+58,1.4985111658862318,12.0625
Estonia,1959,T+59,1.4985111658862318,12.0625
Estonia,1906,T+6,1.8537486152581282,12.28125
Estonia,1960,T+60,1.4985111658862318,12.0625
Estonia,1961,T+61,1.4985111658862318,12.0625
Estonia,1962,T+62,1.4985111658862318,12.0625
Estonia,1963,T+63,1.4985111658862318,12.0625
Estonia,1964,T+64,1.4985111658862318,12.0625
Estonia,1965,T+65,1.4985111658862318,12.0625
Estonia,1966,T+66,1.4985111658862318,12.0625
Estonia,1967,T+67,1.4985111658862318,12.0625
Estonia,1968,T+68,1.4985111658862318,12.0625
Estonia,1969,T+69,1.4985111658862318,12.0625
Estonia,1907,T+7,1.8942464577918954,11.90625
Estonia,1970,T+70,1.4985111658862318,12.0625
Estonia,1971,T+71,1.4985111658862318,12.0625
Estonia,1972,T+72,1.4985111658862318,12.0625
Estonia,1973,T+73,1.4985111658862318,12.0625
Estonia,1974,T+74,1.4985111658862318,12.0625
Estonia,1975,T+75,1.4985111658862318,12.0625
Estonia,1976,T+76,1.4985111658862318,12.0625
Estonia,1977,T+77,1.4985111658862318,12.0625
Estonia,1978,T+78,1.4985111658862318,12.0625
Estonia,1979,T+79,1.4985111658862318,12.0625
Estonia,1908,T+8,1.8942464577918954,11.90625
Estonia,1980,T+80,1.4985111658862318,12.0625
Estonia,1981,T+81,1.4985111658862318,12.0625
Estonia,1982,T+82,1.4985111658862318,12.0625
Estonia,1983,T+83,1.4985111658862318,11.0625
Estonia,1984,T+84,1.4985111658862318,10.0625
Estonia,1985,T+85,1.4985111658862318,9.0625
Estonia,1986,T+86,1.498511165886232,8.0625
Estonia,1987,T+87,1.498511165886232,7.0625
Estonia,1988,T+88,1.4985111658862318,14.5625
Estonia,1989,T+89,1.1475906437899739,17.0625
Estonia,1909,T+9,1.8942464577918954,11.90625
Estonia,1990,T+90,1.1475906437899739,18.0625
Estonia,1991,T+91,1.0606601717798214,18.375
Estonia,1992,T+92,1.0606601717798214,18.375
Estonia,1993,T+93,1.0606601717798214,18.375
Estonia,1994,T+94,1.0606601717798214,18.375
Estonia,1995,T+95,1.0606601717798214,18.375
Estonia,1996,T+96,1.0606601717798214,18.375
Estonia,1997,T+97,1.0606601717798214,18.375
Estonia,1998,T+98,1.0606601717798214,18.375
Estonia,1999,T+99,1.0606601717798214,18.375
Finland,1900,T+0,3.463457191057184,11.1875
Finland,1901,T+1,4.746709386511881,10.4375
Finland,1910,T+10,3.044315545875155,9.875
Finland,2000,T+100,1.6903085094570334,18.0
Finland,2001,T+101,1.6903085094570334,18.0
Finland,2002,T+102,1.6903085094570334,18.0
Finland,2003,T+103,1.6903085094570334,18.0
Finland,2004,T+104,2.615202805574687,13.625
Finland,2005,T+105,3.0582149321832452,7.8125
Finland,2006,T+106,2.4640269015229057,9.75
Finland,2007,T+107,3.2997564845216774,8.5625
Finland,2008,T+108,3.529847224536981,7.9375
Finland,2009,T+109,3.5254179083580186,7.25
Finland,1911,T+11,3.0237157840738176,10.0
Finland,2010,T+110,2.25099184487956,8.6875
Finland,2011,T+111,1.5754817857223413,11.875
Finland,2012,T+112,1.3296078906418773,13.375
Finland,2013,T+113,0.5824823725107175,14.625
Finland,2014,T+114,1.6690459207925608,17.0
Finland,2015,T+115,1.6690459207925608,17.0
Finland,2016,T+116,1.7525491637693282,10.75
Finland,2017,T+117,0.23145502494313797,14.875
Finland,2018,T+118,0.8838834764831842,14.6875
Finland,2019,T+119,3.040647252524652,13.0625
Finland,1912,T+12,3.1052950170405937,9.75
Finland,2020,T+120,3.3905067046513437,12.8125
Finland,2021,T+121,3.278038394266564,12.5625
Finland,1913,T+13,2.75081156855832,12.3125
Finland,1914,T+14,2.0948491251502714,0.9375
Finland,1915,T+15,1.6243130416095468,7.3125
Finland,1916,T+16,1.9226098333849675,12.125
Finland,1917,T+17,1.9639610121239315,12.0
Finland,1918,T+18,1.8114220932736798,12.6875
Finland,1919,T+19,1.7320508075688774,14.25
Finland,1902,T+2,5.44288526426931,9.875
Finland,1920,T+20,1.781602408748131,14.4375
Finland,1921,T+21,1.98206241793023,14.75
Finland,1922,T+22,1.98206241793023,14.75
Finland,1923,T+23,1.98206241793023,14.75
Finland,1924,T+24,1.98206241793023,14.75
Finland,1925,T+25,2.2320714274285347,14.125
Finland,1926,T+26,2.4847750688658206,12.4375
Finland,1927,T+27,2.0777305613852546,11.5625
Finland,1928,T+28,1.98206241793023,14.75
Finland,1929,T+29,1.98206241793023,14.75
Finland,1903,T+3,4.3486451091937,9.625
Finland,1930,T+30,1.6461535252130732,15.1875
Finland,1931,T+31,1.6461535252130732,15.1875
Finland,1932,T+32,1.6461535252130732,15.1875
Finland,1933,T+33,1.6461535252130732,15.1875
Finland,1934,T+34,1.6461535252130732,15.1875
Finland,1935,T+35,1.4985111658862322,13.4375
Finland,1936,T+36,2.1702123003456206,8.8125
Finland,1937,T+37,1.4985111658862322,12.4375
Finland,1938,T+38,1.4744853823816442,12.0625
Finland,1939,T+39,1.4744853823816442,12.0625
Finland,1904,T+4,4.746709386511881,10.4375
Finland,1940,T+40,1.9445436482630056,8.3125
Finland,1941,T+41,2.3289712627804455,5.3125
Finland,1942,T+42,2.1286732957408003,9.5625
Finland,1943,T+43,1.8791620472966135,11.5625
Finland,1944,T+44,1.6420805617960925,13.125
Finland,1945,T+45,1.558387444947959,14.0
Finland,1946,T+46,1.4880476182856899,15.25
Finland,1947,T+47,1.505940617307715,15.625
Finland,1948,T+48,1.642080561796093,17.875
Finland,1949,T+49,0.9038607667745545,15.9375
Finland,1905,T+5,3.4434202266268428,14.0
Finland,1950,T+50,0.9038607667745545,15.9375
Finland,1951,T+51,1.642080561796093,17.875
Finland,1952,T+52,1.642080561796093,17.875
Finland,1953,T+53,1.625686668105863,17.25
Finland,1954,T+54,1.5811388300841895,13.25
Finland,1955,T+55,1.5811388300841898,16.75
Finland,1956,T+56,1.642080561796093,17.875
Finland,1957,T+57,2.100170061141308,16.375
Finland,1958,T+58,2.0310096011589907,17.625
Finland,1959,T+59,1.6903085094570334,18.0
Finland,1906,T+6,3.5095532886272416,10.9375
Finland,1960,T+60,1.6903085094570334,18.0
Finland,1961,T+61,1.6903085094570334,18.0
Finland,1962,T+62,1.6903085094570334,18.0
Finland,1963,T+63,1.6903085094570334,18.0
Finland,1964,T+64,1.6903085094570334,18.0
Finland,1965,T+65,1.6903085094570334,18.0
Finland,1966,T+66,1.6903085094570334,18.0
Finland,1967,T+67,1.6903085094570334,18.0
Finland,1968,T+68,1.6903085094570334,18.0
Finland,1969,T+69,1.625686668105863,16.25
Finland,1907,T+7,3.5095532886272416,10.9375
Finland,1970,T+70,1.625686668105863,16.25
Finland,1971,T+71,1.807721533549109,17.375
Finland,1972,T+72,1.807721533549109,17.375
Finland,1973,T+73,1.8468119248354136,17.125
Finland,1974,T+74,1.8468119248354136,17.125
Finland,1975,T+75,1.625686668105863,16.25
Finland,1976,T+76,1.625686668105863,16.25
Finland,1977,T+77,1.625686668105863,16.25
Finland,1978,T+78,1.625686668105863,16.25
Finland,1979,T+79,1.647508942095828,17.5
Finland,1908,T+8,3.2834813841409245,10.6875
Finland,1980,T+80,1.6903085094570334,18.0
Finland,1981,T+81,1.6903085094570334,18.0
Finland,1982,T+82,1.6903085094570334,18.0
Finland,1983,T+83,1.6903085094570334,18.0
Finland,1984,T+84,1.6903085094570334,18.0
Finland,1985,T+85,1.6903085094570334,18.0
Finland,1986,T+86,2.615202805574687,14.625
Finland,1987,T+87,3.4686092313779024,7.4375
Finland,1988,T+88,2.7124053637210745,5.0
Finland,1989,T+89,2.9124118625535877,4.875
Finland,1909,T+9,2.6851110644759983,11.6875
Finland,1990,T+90,2.8535691936340255,9.5
Finland,1991,T+91,1.9272482233188633,13.0
Finland,1992,T+92,1.9820624179302295,16.25
Finland,1993,T+93,1.8468119248354138,17.875
Finland,1994,T+94,1.6903085094570334,18.0
Finland,1995,T+95,1.6903085094570334,18.0
Finland,1996,T+96,1.6903085094570334,18.0
Finland,1997,T+97,1.6903085094570334,18.0
Finland,1998,T+98,1.6903085094570334,18.0
Finland,1999,T+99,1.6903085094570334,18.0
France,1900,T+0,2.290313453282261,11.9375
France,1901,T+1,2.069118169655856,11.6875
France,1910,T+10,2.2270656543019625,12.0625
France,2000,T+100,1.9445436482630056,12.8125
France,2001,T+101,1.9445436482630056,12.8125
France,2002,T+102,1.9445436482630056,12.8125
France,2003,T+103,1.9445436482630056,12.8125
France,2004,T+104,1.9445436482630056,12.8125
France,2005,T+105,1.9445436482630056,12.8125
France,2006,T+106,1.9445436482630056,12.8125
France,2007,T+107,1.9445436482630056,12.8125
France,2008,T+108,3.093050967202818,11.6875
France,2009,T+109,3.093050967202818,11.6875
France,1911,T+11,2.404423007708918,11.8125
France,2010,T+110,3.1445815074732693,11.5625
France,2011,T+111,3.4219616345849686,11.3125
France,2012,T+112,3.4219616345849686,11.3125
France,2013,T+113,3.4219616345849686,11.3125
France,2014,T+114,3.189687624651847,10.5625
France,2015,T+115,3.189687624651847,10.5625
France,2016,T+116,3.189687624651847,10.5625
France,2017,T+117,3.189687624651847,10.5625
France,2018,T+118,3.189687624651847,10.5625
France,2019,T+119,3.189687624651847,10.5625
France,1912,T+12,2.3594415198758973,11.6875
France,2020,T+120,4.533604683755678,8.875
France,2021,T+121,4.533604683755678,8.875
France,2022,T+122,4.2594432902501635,8.5
France,2023,T+123,4.2594432902501635,8.5
France,2024,T+124,4.2594432902501635,8.5
France,2025,T+125,4.2594432902501635,8.5
France,1913,T+13,2.3212912047269847,11.9375
France,1914,T+14,1.5811388300841895,8.5
France,1915,T+15,2.3518609652783473,7.9375
France,1916,T+16,3.0930509672028177,6.6875
France,1917,T+17,3.683336026717395,4.8125
France,1918,T+18,2.3895232638690564,7.6875
France,1919,T+19,2.2109710213258915,9.5625
France,1902,T+2,2.069118169655856,11.6875
France,1920,T+20,2.445841952609133,9.375
France,1921,T+21,2.065879266282796,9.875
France,1922,T+22,2.171240593367238,10.0
France,1923,T+23,2.79588345352847,10.0625
France,1924,T+24,2.065879266282796,9.875
France,1925,T+25,1.9955307206712847,10.125
France,1926,T+26,1.7113069358158484,12.0
France,1927,T+27,1.8126539343499315,12.0
France,1928,T+28,2.052872551885702,12.25
France,1929,T+29,2.0658792662827956,11.375
France,1903,T+3,2.069118169655856,11.6875
France,1930,T+30,2.7645717829090892,9.25
France,1931,T+31,3.3354160160315836,8.625
France,1932,T+32,3.5700890345040013,7.4375
France,1933,T+33,3.463457191057183,7.3125
France,1934,T+34,3.654742515847438,6.5
France,1935,T+35,2.6583762498401695,7.3125
France,1936,T+36,2.7353505912666587,7.625
France,1937,T+37,2.258910925961573,7.0625
France,1938,T+38,2.359441519875898,7.1875
France,1939,T+39,2.3754698783308412,5.75
France,1904,T+4,2.0485186285285693,11.625
France,1940,T+40,3.5999751983272645,0.4375
France,1941,T+41,2.699206232527312,1.25
France,1942,T+42,2.7386127875258306,0.25
France,1943,T+43,1.8114220932736798,1.3125
France,1944,T+44,1.4820352800890306,3.875
France,1945,T+45,1.4376940862764531,8.3125
France,1946,T+46,2.5877458475338284,8.875
France,1947,T+47,2.477578022412787,8.1875
France,1948,T+48,2.390457218668787,9.0
France,1949,T+49,2.38671920665766,9.125
France,1905,T+5,2.345207879911715,10.5
France,1950,T+50,2.390457218668787,9.5
France,1951,T+51,2.628823745653992,10.125
France,1952,T+52,2.699206232527312,10.25
France,1953,T+53,3.0325613879076827,10.125
France,1954,T+54,5.304563399295257,8.1875
France,1955,T+55,4.590362575159895,8.75
France,1956,T+56,4.300643639536496,8.6875
France,1957,T+57,4.300643639536496,8.6875
France,1958,T+58,3.7984959429452374,8.5
France,1959,T+59,1.6636878141217304,12.125
France,1906,T+6,2.2270656543019625,12.0625
France,1960,T+60,1.6243130416095466,12.3125
France,1961,T+61,3.125357122451312,11.375
France,1962,T+62,2.1505813167606567,12.375
France,1963,T+63,1.1338934190276815,13.25
France,1964,T+64,0.8762745818846641,13.375
France,1965,T+65,0.8762745818846641,13.375
France,1966,T+66,0.6408699444616557,13.625
France,1967,T+67,0.9258200997725515,13.5
France,1968,T+68,2.5071326821120348,5.25
France,1969,T+69,2.36038737740833,11.0
France,1907,T+7,2.2270656543019625,12.0625
France,1970,T+70,1.0155048005794949,12.9375
France,1971,T+71,1.9445436482630056,12.8125
France,1972,T+72,1.9445436482630056,12.8125
France,1973,T+73,3.272586351583626,11.3125
France,1974,T+74,3.272586351583626,11.3125
France,1975,T+75,3.8706773124535787,10.875
France,1976,T+76,3.8706773124535787,10.875
France,1977,T+77,2.178425053630653,12.5625
France,1978,T+78,1.9445436482630056,12.8125
France,1979,T+79,1.9445436482630056,12.8125
France,1908,T+8,2.2270656543019625,12.0625
France,1980,T+80,1.9445436482630056,12.8125
France,1981,T+81,1.9445436482630056,12.8125
France,1982,T+82,1.9445436482630056,12.8125
France,1983,T+83,1.9445436482630056,12.8125
France,1984,T+84,1.9445436482630056,12.8125
France,1985,T+85,1.9445436482630056,12.8125
France,1986,T+86,1.9445436482630056,12.8125
France,1987,T+87,1.9445436482630056,12.8125
France,1988,T+88,1.9445436482630056,12.8125
France,1989,T+89,1.9445436482630056,12.8125
France,1909,T+9,2.2270656543019625,12.0625
France,1990,T+90,1.9445436482630056,12.8125
France,1991,T+91,1.9445436482630056,12.8125
France,1992,T+92,1.9445436482630056,12.8125
France,1993,T+93,1.9445436482630056,12.8125
France,1994,T+94,1.9445436482630056,12.8125
France,1995,T+95,1.9445436482630056,12.8125
France,1996,T+96,1.9445436482630056,12.8125
France,1997,T+97,1.9445436482630056,12.8125
France,1998,T+98,1.9445436482630056,12.8125
France,1999,T+99,1.9445436482630056,12.8125
Germany,1900,T+0,2.463120842694139,15.3125
Germany,1901,T+1,2.463120842694139,15.3125
Germany,1910,T+10,2.924648941081891,15.125
Germany,2000,T+100,2.9269376976140586,12.8125
Germany,2001,T+101,2.9269376976140586,12.8125
Germany,2002,T+102,3.399054490379851,12.625
Germany,2003,T+103,3.399054490379851,12.625
Germany,2004,T+104,3.1784711059609414,12.9375
Germany,2005,T+105,3.1735514130747227,13.25
Germany,2006,T+106,3.1735514130747227,13.25
Germany,2007,T+107,3.2814413209529047,12.125
Germany,2008,T+108,3.337423086326164,11.3125
Germany,2009,T+109,3.172847977088453,11.8125
Germany,1911,T+11,2.924648941081891,15.125
Germany,2010,T+110,2.5416178761905632,12.4375
Germany,2011,T+111,2.2160131510697956,13.125
Germany,2012,T+112,2.295181287579947,13.625
Germany,2013,T+113,2.295181287579947,13.625
Germany,2014,T+114,2.1001700611413083,13.375
Germany,2015,T+115,2.3904572186687876,13.0
Germany,2016,T+116,2.3904572186687876,13.0
Germany,2017,T+117,2.38671920665766,13.125
Germany,2018,T+118,2.38671920665766,13.125
Germany,2019,T+119,2.49284690951645,12.0
Germany,1912,T+12,2.924648941081891,15.125
Germany,2020,T+120,2.17021230034562,8.3125
Germany,2021,T+121,1.827371257923719,7.875
Germany,2022,T+122,1.9639610121239315,6.75
Germany,2023,T+123,1.8708286933869707,6.5
Germany,2024,T+124,2.1380899352993947,6.25
Germany,2025,T+125,1.8310321055155128,6.6875
Germany,1913,T+13,2.924648941081891,15.125
Germany,1914,T+14,3.0930509672028177,11.1875
Germany,1915,T+15,3.595011424579502,6.8125
Germany,1916,T+16,3.595011424579502,6.8125
Germany,1917,T+17,3.4271760553385224,3.9375
Germany,1918,T+18,3.1332035180808613,0.5625
Germany,1919,T+19,3.4479548803809568,0.5625
Germany,1902,T+2,2.463120842694139,15.3125
Germany,1920,T+20,3.4479548803809568,0.5625
Germany,1921,T+21,3.8890872965260113,-0.375
Germany,1922,T+22,4.053217416888888,-0.75
Germany,1923,T+23,4.053217416888888,-0.75
Germany,1924,T+24,2.9850819562809807,5.875
Germany,1925,T+25,2.9850819562809807,5.875
Germany,1926,T+26,2.812599204599597,6.875
Germany,1927,T+27,3.0465144017384853,9.3125
Germany,1928,T+28,2.8777161083053344,10.3125
Germany,1929,T+29,2.8777161083053344,10.3125
Germany,1903,T+3,2.463120842694139,15.3125
Germany,1930,T+30,3.303137037077676,4.375
Germany,1931,T+31,3.7267134122632584,3.0625
Germany,1932,T+32,3.529847224536981,1.5625
Germany,1933,T+33,2.017778127403648,5.25
Germany,1934,T+34,2.9999999999999996,7.25
Germany,1935,T+35,3.390506704651344,8.6875
Germany,1936,T+36,4.659379940353805,10.6875
Germany,1937,T+37,4.786513792491805,10.875
Germany,1938,T+38,5.16123946907551,11.1875
Germany,1939,T+39,4.7504699015691365,10.3125
Germany,1904,T+4,2.5345822422752717,15.1875
Germany,1940,T+40,4.810238336833515,9.3125
Germany,1941,T+41,4.85320218294802,8.625
Germany,1942,T+42,4.242640687119285,6.5
Germany,1943,T+43,3.8816187713007424,4.1875
Germany,1944,T+44,3.06987086745634,0.8125
Germany,1945,T+45,1.4142135623730951,-5.5
Germany,1946,T+46,1.8791620472966135,-4.5625
Germany,1947,T+47,2.366997797089928,-2.4375
Germany,1948,T+48,2.6177621304137952,0.1875
Germany,1949,T+49,1.7525491637693282,5.75
Germany,1905,T+5,2.5345822422752717,15.1875
Germany,1950,T+50,2.266802341877839,6.3125
Germany,1951,T+51,2.390457218668787,8.5
Germany,1952,T+52,2.0701966780270626,10.0
Germany,1953,T+53,2.583429337693823,10.5625
Germany,1954,T+54,2.6592157812837556,11.25
Germany,1955,T+55,2.6186146828319083,13.0
Germany,1956,T+56,2.6186146828319083,13.0
Germany,1957,T+57,2.6186146828319083,13.0
Germany,1958,T+58,2.866057521105555,14.75
Germany,1959,T+59,2.76376425498682,15.8125
Germany,1906,T+6,2.5345822422752717,15.1875
Germany,1960,T+60,2.76376425498682,15.8125
Germany,1961,T+61,2.76376425498682,15.8125
Germany,1962,T+62,2.76376425498682,15.8125
Germany,1963,T+63,2.76376425498682,15.8125
Germany,1964,T+64,2.76376425498682,15.8125
Germany,1965,T+65,2.76376425498682,15.8125
Germany,1966,T+66,2.76376425498682,15.8125
Germany,1967,T+67,2.76376425498682,15.8125
Germany,1968,T+68,1.9074571704609407,14.8125
Germany,1969,T+69,1.9074571704609407,14.8125
Germany,1907,T+7,2.8157719063467175,15.25
Germany,1970,T+70,1.8504343119541269,14.3125
Germany,1971,T+71,2.194758366133795,13.5625
Germany,1972,T+72,2.2519832529192065,13.0
Germany,1973,T+73,2.5773740789526736,12.5
Germany,1974,T+74,2.1547290184283363,11.5
Germany,1975,T+75,2.1547290184283363,11.5
Germany,1976,T+76,2.013348312779343,11.625
Germany,1977,T+77,1.6243130416095468,13.1875
Germany,1978,T+78,1.6021748611541395,13.3125
Germany,1979,T+79,1.6021748611541395,13.3125
Germany,1908,T+8,2.8157719063467175,15.25
Germany,1980,T+80,1.6021748611541395,13.3125
Germany,1981,T+81,1.9628241315585486,13.3125
Germany,1982,T+82,2.1547290184283363,13.25
Germany,1983,T+83,2.1547290184283363,13.25
Germany,1984,T+84,1.9628241315585486,14.3125
Germany,1985,T+85,1.9628241315585486,14.3125
Germany,1986,T+86,1.9628241315585486,14.3125
Germany,1987,T+87,2.1547290184283368,14.0
Germany,1988,T+88,2.1547290184283368,14.0
Germany,1989,T+89,2.1547290184283368,14.0
Germany,1909,T+9,2.8157719063467175,15.25
Germany,1990,T+90,2.1671244937540095,12.125
Germany,1991,T+91,2.1671244937540095,12.125
Germany,1992,T+92,2.29906813420444,10.75
Germany,1993,T+93,2.7637642549868207,10.1875
Germany,1994,T+94,2.7637642549868207,10.1875
Germany,1995,T+95,2.4192309876133304,10.6875
Germany,1996,T+96,2.411838362269388,12.4375
Germany,1997,T+97,2.178425053630653,12.9375
Germany,1998,T+98,2.178425053630653,12.9375
Germany,1999,T+99,2.178425053630653,12.9375
Hong Kong,1900,T+0,2.6423744732991303,9.875
Hong Kong,1901,T+1,2.5877458475338284,10.625
Hong Kong,1910,T+10,2.2834810518779687,13.25
Hong Kong,2000,T+100,1.889822365046136,11.5
Hong Kong,2001,T+101,1.889822365046136,11.5
Hong Kong,2002,T+102,1.889822365046136,11.5
Hong Kong,2003,T+103,1.889822365046136,10.5
Hong Kong,2004,T+104,1.889822365046136,10.5
Hong Kong,2005,T+105,1.889822365046136,11.5
Hong Kong,2006,T+106,1.889822365046136,11.5
Hong Kong,2007,T+107,1.889822365046136,11.5
Hong Kong,2008,T+108,1.889822365046136,10.5
Hong Kong,2009,T+109,1.889822365046136,10.5
Hong Kong,1911,T+11,2.2834810518779687,10.25
Hong Kong,2010,T+110,1.889822365046136,11.5
Hong Kong,2011,T+111,1.889822365046136,11.5
Hong Kong,2012,T+112,1.889822365046136,11.5
Hong Kong,2013,T+113,1.889822365046136,11.5
Hong Kong,2014,T+114,1.889822365046136,11.5
Hong Kong,2015,T+115,1.889822365046136,11.5
Hong Kong,1912,T+12,2.2834810518779687,10.25
Hong Kong,1913,T+13,2.2834810518779687,11.25
Hong Kong,1914,T+14,2.2834810518779687,11.25
Hong Kong,1915,T+15,2.2834810518779687,10.25
Hong Kong,1916,T+16,2.2834810518779687,10.25
Hong Kong,1917,T+17,2.2834810518779687,10.25
Hong Kong,1918,T+18,2.2834810518779687,9.25
Hong Kong,1919,T+19,2.2834810518779687,9.25
Hong Kong,1902,T+2,2.669269563007828,13.125
Hong Kong,1920,T+20,1.889822365046136,11.5
Hong Kong,1921,T+21,1.889822365046136,11.5
Hong Kong,1922,T+22,1.889822365046136,10.5
Hong Kong,1923,T+23,1.889822365046136,10.5
Hong Kong,1924,T+24,1.889822365046136,10.5
Hong Kong,1925,T+25,1.889822365046136,11.5
Hong Kong,1926,T+26,1.889822365046136,11.5
Hong Kong,1927,T+27,1.889822365046136,10.5
Hong Kong,1928,T+28,1.889822365046136,10.5
Hong Kong,1929,T+29,1.889822365046136,10.5
Hong Kong,1903,T+3,2.478478796128211,13.5
Hong Kong,1930,T+30,1.889822365046136,10.5
Hong Kong,1931,T+31,1.889822365046136,9.5
Hong Kong,1932,T+32,1.889822365046136,9.5
Hong Kong,1933,T+33,1.889822365046136,9.5
Hong Kong,1934,T+34,1.889822365046136,9.5
Hong Kong,1935,T+35,1.889822365046136,10.5
Hong Kong,1936,T+36,1.889822365046136,10.5
Hong Kong,1937,T+37,1.889822365046136,10.5
Hong Kong,1938,T+38,1.889822365046136,10.5
Hong Kong,1939,T+39,1.889822365046136,10.5
Hong Kong,1904,T+4,2.434865792722759,12.75
Hong Kong,1940,T+40,1.889822365046136,7.0
Hong Kong,1941,T+41,1.889822365046136,3.5
Hong Kong,1942,T+42,1.889822365046136,-2.5
Hong Kong,1943,T+43,1.889822365046136,-2.5
Hong Kong,1944,T+44,1.889822365046136,-2.5
Hong Kong,1945,T+45,1.889822365046136,1.0
Hong Kong,1946,T+46,1.889822365046136,4.5
Hong Kong,1947,T+47,1.889822365046136,8.0
Hong Kong,1948,T+48,1.889822365046136,9.0
Hong Kong,1949,T+49,1.889822365046136,9.0
Hong Kong,1905,T+5,2.434865792722759,12.75
Hong Kong,1950,T+50,1.889822365046136,12.5
Hong Kong,1951,T+51,1.889822365046136,12.5
Hong Kong,1952,T+52,1.889822365046136,12.5
Hong Kong,1953,T+53,1.889822365046136,12.5
Hong Kong,1954,T+54,1.889822365046136,12.5
Hong Kong,1955,T+55,1.889822365046136,12.5
Hong Kong,1956,T+56,1.889822365046136,12.5
Hong Kong,1957,T+57,1.889822365046136,12.5
Hong Kong,1958,T+58,1.889822365046136,12.5
Hong Kong,1959,T+59,1.889822365046136,12.5
Hong Kong,1906,T+6,2.434865792722759,12.75
Hong Kong,1960,T+60,1.889822365046136,12.5
Hong Kong,1961,T+61,1.889822365046136,12.5
Hong Kong,1962,T+62,1.889822365046136,12.5
Hong Kong,1963,T+63,1.889822365046136,12.5
Hong Kong,1964,T+64,1.889822365046136,12.5
Hong Kong,1965,T+65,1.889822365046136,12.5
Hong Kong,1966,T+66,1.889822365046136,8.0
Hong Kong,1967,T+67,1.889822365046136,4.5
Hong Kong,1968,T+68,1.889822365046136,8.0
Hong Kong,1969,T+69,1.889822365046136,11.5
Hong Kong,1907,T+7,2.434865792722759,12.75
Hong Kong,1970,T+70,1.889822365046136,11.5
Hong Kong,1971,T+71,1.889822365046136,11.5
Hong Kong,1972,T+72,1.889822365046136,12.5
Hong Kong,1973,T+73,1.889822365046136,12.5
Hong Kong,1974,T+74,1.889822365046136,12.5
Hong Kong,1975,T+75,1.889822365046136,12.5
Hong Kong,1976,T+76,1.889822365046136,12.5
Hong Kong,1977,T+77,1.889822365046136,12.5
Hong Kong,1978,T+78,1.889822365046136,12.5
Hong Kong,1979,T+79,1.889822365046136,12.5
Hong Kong,1908,T+8,2.478478796128211,13.5
Hong Kong,1980,T+80,1.889822365046136,12.5
Hong Kong,1981,T+81,1.889822365046136,12.5
Hong Kong,1982,T+82,1.889822365046136,12.5
Hong Kong,1983,T+83,1.889822365046136,12.5
Hong Kong,1984,T+84,1.889822365046136,12.5
Hong Kong,1985,T+85,1.889822365046136,12.5
Hong Kong,1986,T+86,1.889822365046136,12.5
Hong Kong,1987,T+87,1.889822365046136,12.5
Hong Kong,1988,T+88,1.889822365046136,12.5
Hong Kong,1989,T+89,1.889822365046136,12.5
Hong Kong,1909,T+9,2.478478796128211,13.5
Hong Kong,1990,T+90,1.889822365046136,12.5
Hong Kong,1991,T+91,1.889822365046136,12.5
Hong Kong,1992,T+92,1.889822365046136,12.5
